Date_TimeUTC,Date_TimeEU,User,Id,Source,Tweet.content,Tweet.URL,Outlinks,ReplyCount,RetweetCount,LikeCount,QuoteCount,ViewCount,Language,Hashtags,Media+,MentionedUsers,inReplyToUser,inReplyToTweetId,Year
2010-06-04 18:31:57,2010-06-04 20:31:57,elonmusk,15434727182,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Please ignore prior tweets, as that was someone pretending to be me :)  This is actually me.",https://twitter.com/elonmusk/status/15434727182,[],1233,652,6362,316,,en,,,,,,2010
