Date_TimeUTC,Date_TimeEU,User,Id,Source,Tweet.content,Tweet.URL,Outlinks,ReplyCount,RetweetCount,LikeCount,QuoteCount,ViewCount,Language,Hashtags,Media+,MentionedUsers,inReplyToUser,inReplyToTweetId,Year
2014-02-09 21:36:53,2014-02-09 22:36:53,elonmusk,432629198662807616,Twitter for iPhone,"Tesla V6 software upload coming soon. Need to make sure it is ""awesome"" - Lord Business",https://twitter.com/elonmusk/status/432629198662807553,[],145,333,507,2,,en,,,,,,2014
2014-02-11 03:55:25,2014-02-11 04:55:25,elonmusk,433086849507004416,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Auto dealers trying to pass a law to enforce their monopoly in Ohio &amp; prevent consumer choice... http://t.co/VQdMAZqGwR,https://twitter.com/elonmusk/status/433086849507004416,['http://www.cleveland.com/open/index.ssf/2014/02/auto_dealers_push_legislation.html'],180,557,289,0,,en,,,,,,2014
2014-02-14 00:58:23,2014-02-14 01:58:23,elonmusk,434129460179128320,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Welcome back Jade Rabbit! #Yutu http://t.co/5tOmLEJUfG,https://twitter.com/elonmusk/status/434129460179128320,"['http://www.latimes.com/science/sciencenow/la-sci-sn-chinas-lunar-rover-20140213,0,675011.story#axzz2tFffCAfc']",35,154,213,6,,en,['Yutu'],,,,,2014
2014-02-24 01:32:23,2014-02-24 02:32:23,elonmusk,437761896028975104,Twitter for iPhone,Mounting landing legs (~60 ft span) to Falcon 9 for next month's Space Station servicing flight http://t.co/zyfazr2BB2,https://twitter.com/elonmusk/status/437761896028975104,[],124,1018,1020,0,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/BhM-H_4CUAAWcP0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/BhM-H_4CUAAWcP0?format=jpg&name=large', altText=None)]",,,,2014
2014-02-24 01:37:05,2014-02-24 02:37:05,elonmusk,437763077753147392,Twitter for iPhone,"However, F9 will continue to land in the ocean until we prove precision control from hypersonic thru subsonic regimes",https://twitter.com/elonmusk/status/437763077753147392,[],73,212,279,0,,en,,,,,,2014
2014-02-25 18:22:03,2014-02-25 19:22:03,elonmusk,438378373027360768,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",All four landing legs now mounted on Falcon 9 http://t.co/5ZNG1NflsG,https://twitter.com/elonmusk/status/438378373027360768,[],123,740,960,0,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/BhVuzreCQAABcUo?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/BhVuzreCQAABcUo?format=jpg&name=large', altText=None)]",,,,2014
2014-02-25 18:39:16,2014-02-25 19:39:16,elonmusk,438382707471446016,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",Model S receives highest customer satisfaction score of any car ever surveyed by Consumer Reports http://t.co/wHF5SUoZJi,https://twitter.com/elonmusk/status/438382707471446016,['http://www.cnbc.com/id/101444215'],144,909,761,2,,en,,,,,,2014
2014-03-05 14:46:12,2014-03-05 15:46:12,elonmusk,441223153768226816,Twitter for iPhone,About to testify before Senate against ULA (Lockheed and Boeing) monopoly contract for national security launches,https://twitter.com/elonmusk/status/441223153768226816,[],173,421,777,1,,en,,,,,,2014
2014-03-07 00:23:59,2014-03-07 01:23:59,elonmusk,441730947835121728,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@TeslaRoadTrip Thanks, I really appreciate your support!",https://twitter.com/elonmusk/status/441730947835121667,[],36,16,118,1,,en,,,"[User(username='TeslaRoadTrip', id=1182382878, displayname='TeslaRoadTrip', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/TeslaRoadTrip,4.413354959233434e+17,2014
2014-03-10 21:02:07,2014-03-10 22:02:07,elonmusk,443129698231386112,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@gordon_tindall Yeah, I'm giving a talk for homeless kids at the Union Rescue Mission in LA",https://twitter.com/elonmusk/status/443129698231386112,[],9,9,63,2,,en,,,"[User(username='gordon_tindall', id=1550267243312857093, displayname='Gordon Tindall', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/_gordee,4.431276105081856e+17,2014
2014-03-11 15:23:26,2014-03-11 16:23:26,elonmusk,443406853553152000,Twitter for iPhone,New Jersey auto dealers subverting democratic process to try to block Tesla sales http://t.co/PLY97W1oh0,https://twitter.com/elonmusk/status/443406853553152000,['http://teslamotors.com/blog/defending-innovation-and-consumer-choice-new-jersey'],205,1161,431,1,,en,,,,,,2014
2014-03-11 02:15:53,2014-03-11 03:15:53,elonmusk,443208657543516224,Twitter for iPhone,"Interesting “@om:Physicist proposes a new type of computing at SXSW. Check out orbital computing http://t.co/9tawuy5dMc""",https://twitter.com/elonmusk/status/443208657543516160,['http://gigaom.com/2014/03/10/physicist-proposes-a-new-type-of-computing-at-sxsw-check-out-orbital-computing/'],29,396,440,0,,en,,,"[User(username='om', id=989, displayname='OM', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/om,4.431947133491814e+17,2014
2014-03-14 06:20:48,2014-03-14 07:20:48,elonmusk,444357457733632000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Just discovered a great Tesla ad made by 2 recent college grads. I love it! http://t.co/20dPRD9yrJ,https://twitter.com/elonmusk/status/444357457733632000,['http://www.youtube.com/watch?v=KKbRAazkiWc'],183,1278,1288,4,,en,,,,,,2014
2014-03-14 06:25:47,2014-03-14 07:25:47,elonmusk,444358711796985920,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@X4NWO Well, now that Satoshi Nakamoto has been discovered, I guess it is case closed ... :)",https://twitter.com/elonmusk/status/444358711796985857,[],74,188,608,88,,en,,,"[User(username='X4NWO', id=246605773, displayname='Noel Rojo', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/X4NWO,4.443581738816676e+17,2014
2014-03-14 06:28:03,2014-03-14 07:28:03,elonmusk,444359283736473600,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@TeamAizek Not true. The amount of graphite in our car is small, comes from Japan and is mined in a very clean way.",https://twitter.com/elonmusk/status/444359283736473600,[],5,14,44,0,,en,,,,https://twitter.com/teamisaacteq,4.443583442878546e+17,2014
2014-03-14 06:29:14,2014-03-14 07:29:14,elonmusk,444359579791392768,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@jnags92 Yes, I'm confident that Tesla will do something with them.",https://twitter.com/elonmusk/status/444359579791392769,[],9,7,57,0,,en,,,"[User(username='jnags92', id=319106416, displayname='jared nagano', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/jnags92,4.443586584496292e+17,2014
2014-03-14 18:35:37,2014-03-14 19:35:37,elonmusk,444542383099637824,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Working on a Model S environmental impact blog this weekend to counteract BS like the @Bloomberg graphite story. Beyond ridiculous...,https://twitter.com/elonmusk/status/444542383099637760,[],162,453,657,1,,en,,,"[User(username='Bloomberg', id=104237736, displayname='Bloomberg', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,2014
2014-03-14 20:56:02,2014-03-14 21:56:02,elonmusk,444577717812334592,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Regarding Gov. Christie's action to impede direct sales of automobiles in New Jersey http://t.co/v92hjzSKne,https://twitter.com/elonmusk/status/444577717812334592,['http://www.teslamotors.com/blog/people-new-jersey'],232,1236,700,1,,en,,,,,,2014
2014-03-17 01:55:53,2014-03-17 02:55:53,elonmusk,445377952402780224,Twitter for iPhone,"Russian state TV threatens US with nuclear war, showing missile arc &amp; mushroom cloud images http://t.co/B4ARd2fdb8",https://twitter.com/elonmusk/status/445377952402780160,['http://news.yahoo.com/state-tv-says-russia-could-turn-us-radioactive-212003397.html'],264,969,344,7,,en,,,,,,2014
2014-03-19 18:12:28,2014-03-19 19:12:28,elonmusk,446348496157675520,Twitter for iPhone,@FlateFred agreed,https://twitter.com/elonmusk/status/446348496157675522,[],8,2,25,0,,en,,,"[User(username='FlateFred', id=823900861, displayname='properquick', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/FlateFred,4.463104498026701e+17,2014
2014-03-25 14:26:50,2014-03-25 15:26:50,elonmusk,448466037441179584,Twitter for iPhone,@cairnz 80% to 30%,https://twitter.com/elonmusk/status/448466037441179649,[],14,8,99,5,,und,,,"[User(username='cairnz', id=20920324, displayname='Mats Remman', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/cairnz,4.484038372428513e+17,2014
2014-03-31 15:11:10,2014-03-31 17:11:10,elonmusk,450651522116767680,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",Just stayed at the Rocket (yes!) Motel near Mt Rushmore. Sudden blizzard making road trip tricky http://t.co/TRIPC7dKwK,https://twitter.com/elonmusk/status/450651522116767744,[],91,131,512,4,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/BkEJK-0CAAAaL6V?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/BkEJK-0CAAAaL6V?format=jpg&name=large', altText=None)]",,,,2014
2014-03-31 15:35:37,2014-03-31 17:35:37,elonmusk,450657675978629120,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",Now having breakfast at ... http://t.co/8tGI3L0iGg,https://twitter.com/elonmusk/status/450657675978629120,[],63,57,264,0,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/BkEOxLWCMAAt9q_?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/BkEOxLWCMAAt9q_?format=jpg&name=large', altText=None)]",,,,2014
2014-03-31 17:52:49,2014-03-31 19:52:49,elonmusk,450692202801688576,Twitter for iPhone,Snowed in at Mt. Rushmore @GoParks http://t.co/X6G7CeArPB,https://twitter.com/elonmusk/status/450692202801688576,[],95,116,448,0,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/BkEuK6HIEAAPIr_?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/BkEuK6HIEAAPIr_?format=jpg&name=large', altText=None)]","[User(username='GoParks', id=1296848348297732098, displayname='goparks', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,2014
2014-04-01 20:32:13,2014-04-01 22:32:13,elonmusk,451094706479308800,Twitter for iPhone,Announcing a revolutionary Tesla driving technology http://t.co/8QCmjGpLOR,https://twitter.com/elonmusk/status/451094706479308800,['http://teslamotors.com/blog/pet-driving-cars'],116,618,575,1,,en,,,,,,2014
2014-04-05 19:57:08,2014-04-05 21:57:08,elonmusk,452535429716135872,Twitter for iPhone,@BKuppersmith Coming soon,https://twitter.com/elonmusk/status/452535429716135936,[],4,1,15,0,,en,,,"[User(username='BKuppersmith', id=1431097450970898442, displayname='Barbara Kuppersmith', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/bkatl80,4.525328826289357e+17,2014
2014-04-05 19:56:35,2014-04-05 21:56:35,elonmusk,452535291115352128,Twitter for iPhone,"@OlejAndersen Once 5.9 is rolled out to the whole fleet and all looks good, we will roll out 6.0 to owners on our public beta program",https://twitter.com/elonmusk/status/452535291115352064,[],6,2,13,0,,en,,,"[User(username='OlejAndersen', id=119755435, displayname='Ole Jørgen Andersen', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/elonmusk,4.525344122912113e+17,2014
2014-04-05 01:19:01,2014-04-05 03:19:01,elonmusk,452254046024265728,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Review of Model S by @BBC_TopGear much appreciated http://t.co/5PmhlfAIVn,https://twitter.com/elonmusk/status/452254046024265728,['http://www.topgear.com/uk/photos/Maserati-Ghibli-takes-on-Model-S-2014-04-03'],69,435,629,0,,en,,,"[User(username='BBC_TopGear', id=52344859, displayname='Top Gear', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,2014
2014-04-05 19:53:06,2014-04-05 21:53:06,elonmusk,452534412291211328,Twitter for iPhone,"@OlejAndersen Some challenges w 5.9 rollout, as it contains software specially written for car owners in Norway &amp; Belgium",https://twitter.com/elonmusk/status/452534412291211264,[],2,1,16,0,,en,,,"[User(username='OlejAndersen', id=119755435, displayname='Ole Jørgen Andersen', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/OlejAndersen,4.525321496365957e+17,2014
2014-04-07 15:46:45,2014-04-07 17:46:45,elonmusk,453197193701507072,Twitter for iPhone,Some oddly inaccurate news stories of late ...,https://twitter.com/elonmusk/status/453197193701507073,[],38,57,148,1,,en,,,,,,2014
2014-04-07 15:46:57,2014-04-07 17:46:57,elonmusk,453197245211746304,Twitter for iPhone,"The @MikeJudge show about Silicon Valley missed the mark in some ways, but I didn't hate it, as @Recode reporter claimed",https://twitter.com/elonmusk/status/453197245211746304,[],17,98,172,0,,en,,,"[User(username='MikeJudge', id=930625267, displayname='Mike Judge', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Recode', id=2244340904, displayname='Recode', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,2014
2014-04-07 15:47:29,2014-04-07 17:47:29,elonmusk,453197377504313280,Twitter for iPhone,"Bloomberg article today also has oddly false details. I don't eat breakfast at Tesla and drink coffee, not juice.",https://twitter.com/elonmusk/status/453197377504313345,[],96,267,496,2,,en,,,,,,2014
2014-04-07 15:52:32,2014-04-07 17:52:32,elonmusk,453198648323874816,Twitter for iPhone,"@justincooperman @MikeJudge @Recode Yeah, that about sums it up",https://twitter.com/elonmusk/status/453198648323874816,[],1,1,9,0,,en,,,"[User(username='justincooperman', id=19798880, displayname='Justin Cooperman', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='MikeJudge', id=930625267, displayname='Mike Judge', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Recode', id=2244340904, displayname='Recode', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/justincooperman,4.531977602760991e+17,2014
2014-04-07 15:54:37,2014-04-07 17:54:37,elonmusk,453199172389588992,Twitter for iPhone,@MarinaSBlinova @MikeJudge @Recode That would definitely help,https://twitter.com/elonmusk/status/453199172389588992,[],0,1,6,0,,en,,,"[User(username='MarinaSBlinova', id=2394729776, displayname='Marina Blinova', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='MikeJudge', id=930625267, displayname='Mike Judge', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Recode', id=2244340904, displayname='Recode', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/MarinaSBlinova,4.531984121967534e+17,2014
2014-04-07 16:15:27,2014-04-07 18:15:27,elonmusk,453204415458345024,Twitter for iPhone,What could possibly go wrong? https://t.co/ZhUrllHG95,https://twitter.com/elonmusk/status/453204415458344960,['https://screen.yahoo.com/wall-street-journal/autonomous-drones-navys-next-weapon-190203507.html'],89,312,342,1,,en,,,,,,2014
2014-04-07 16:21:53,2014-04-07 18:21:53,elonmusk,453206036787523584,Twitter for iPhone,"@AKAbrahamson @itsDanielSuarez Yeah, that's worth a read",https://twitter.com/elonmusk/status/453206036787523585,[],0,4,12,0,,en,,,"[User(username='itsDanielSuarez', id=531971062, displayname='Daniel Suarez ✍️ New Book ~ CRITICAL MASS (Jan 24)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,2014
2014-04-08 15:30:21,2014-04-08 17:30:21,elonmusk,453555454187012096,Twitter for iPhone,Tesla US business leasing program went live today http://t.co/wCH0GLAEAJ,https://twitter.com/elonmusk/status/453555454187012097,['http://teslamotors.com/blog/tesla-business-leasing'],48,239,270,0,,en,,,,,,2014
2014-04-08 16:33:19,2014-04-08 18:33:19,elonmusk,453571298677907520,Twitter for iPhone,"Leasing a Model S takes 5 mins online, no signatures &amp; one tap on car center screen to accept when delivered",https://twitter.com/elonmusk/status/453571298677907456,[],161,674,729,0,,en,,,,,,2014
2014-04-08 16:44:15,2014-04-08 18:44:15,elonmusk,453574051487686720,Twitter for iPhone,"@elonmusk Also, breakfast at Tesla is self-serve cereal (no distinction for execs) and the person mentioned isn't actually an employee",https://twitter.com/elonmusk/status/453574051487686657,[],61,78,240,0,,en,,,"[User(username='elonmusk', id=44196397, displayname='Elon Musk', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",https://twitter.com/elonmusk,4.531973775043133e+17,2014
2014-04-17 21:59:14,2014-04-17 23:59:14,elonmusk,456914811461197824,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Honored that @NASA would entrust @SpaceX with the Apollo 11 (first moon landing) launch pad http://t.co/LmqxRwsKFW,https://twitter.com/elonmusk/status/456914811461197824,['http://www.nasa.gov/press/2014/april/nasa-signs-agreement-with-spacex-for-use-of-historic-launch-pad/#.U1BNuPldVqw'],96,605,873,1,,en,,,"[User(username='NASA', id=11348282, displayname='NASA', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='SpaceX', id=34743251, displayname='SpaceX', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,2014
2014-04-18 20:40:24,2014-04-18 22:40:24,elonmusk,457257359354519616,Twitter for iPhone,Orbit insertion and Dragon deploy all good. Falcon reentry burn also good. Waiting for landing data from tracking plane.,https://twitter.com/elonmusk/status/457257359354519552,[],72,447,612,0,,en,,,,,,2014
2014-04-18 20:48:15,2014-04-18 22:48:15,elonmusk,457259334414503872,Twitter for iPhone,"Last known state for rocket boost stage is 360 m/s, Mach 1.1, 8.5 km altitude and roll rate close to zero (v important!)",https://twitter.com/elonmusk/status/457259334414503937,[],74,355,492,0,,en,,,,,,2014
2014-04-18 19:11:47,2014-04-18 21:11:47,elonmusk,457235055388020672,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Falcon 9-Reusable with (now retired) Grasshopper test rig in background http://t.co/TmYrs5mm79,https://twitter.com/elonmusk/status/457235055388020736,[],47,334,523,0,,en,,"[Photo(previewUrl='https://pbs.twimg.com/media/Blhs3D-CUAASuFZ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Blhs3D-CUAASuFZ?format=jpg&name=large', altText=None)]",,,,2014
